,unitId,id,unitEventTerm,state,unitEventGrade,eventActive,eventDate,comment,personId,universityId,enrollmentId,termsBefore_x,degreeId,type,degree,addendum,subjectId,name,fsoKey,college,enrollTerm,exmatTerm,exmatReason,termsBefore_y,oldUnitId,instanceLevel,instanceName,unitType,unitName,unitDate,rewardType,rewardAmount,grade,active,course_name,course_number,course_name_mode,unitDateSemester,relative_semester,study_duration,obtainedCredits,activity_name
200,2533,1385,2015W,Bestanden,3.0,True,2018-09-18,,RWTH-186167,0,12,,18,1,Bachelor of Science,,18,Informatik,79,,2013W,2019W,17,0.0,,,Prüfungstermin,,"['Numerisches Rechnen', 'Numerisches Rechnen', '1110959', 'Pflichtfach']",2016-02-25T00:00:00,CP,6.0,3.0,True,Numerisches Rechnen,1110959,Numerisches Rechnen,2015W,5,13,165.0,1110959
201,2537,1386,2015W,Bestanden,0.0,True,2018-09-18,,RWTH-186167,0,12,,18,1,Bachelor of Science,,18,Informatik,79,,2013W,2019W,17,0.0,,,Prüfungstermin,,"['NTW (4 ECTS)', 'NTW (4 ECTS)', '1212640', 'Wahlfach']",2016-02-26T00:00:00,CP,4.0,0.0,True,NTW (4 ECTS),1212640,NTW,2015W,5,13,165.0,1212640
202,2540,1387,2015W,Bestanden,3.3,True,2018-09-18,,RWTH-186167,0,12,,18,1,Bachelor of Science,,18,Informatik,79,,2013W,2019W,17,0.0,,,Prüfungstermin,,"['Berechenbarkeit und Komplexität', 'Berechenbarkeit und Komplexität', '1212004', 'Pflichtfach']",2016-03-04T00:00:00,CP,6.0,3.3,True,Berechenbarkeit und Komplexität,1212004,Berechenbarkeit und Komplexitaet,2015W,5,13,165.0,1212004
203,2543,1388,2015W,Bestanden,2.3,True,2018-09-18,,RWTH-186167,0,12,,18,1,Bachelor of Science,,18,Informatik,79,,2013W,2019W,17,0.0,,,Prüfungstermin,,"['Modellbasierte Softwareentwicklung', 'Modellbasierte Softwareentwicklung', '1215686', 'Wahlpflichtfach']",2016-03-21T00:00:00,CP,6.0,2.3,True,Modellbasierte Softwareentwicklung,1215686,Modellbasierte Softwareentwicklung,2015W,5,13,165.0,placeholder
204,2546,1389,2015W,Bestanden,3.0,True,2018-09-18,,RWTH-186167,0,12,,18,1,Bachelor of Science,,18,Informatik,79,,2013W,2019W,17,0.0,,,Prüfungstermin,,"['Internes Rechnungswesen und Buchführung', 'Internes Rechnungswesen und Buchführung', '8015050', 'Wahlpflichtfach']",2016-03-29T00:00:00,CP,4.0,3.0,True,Internes Rechnungswesen und Buchführung,8015050,Internes Rechnungswesen und Buchfuehrung / Rechnungswesen,2015W,5,13,165.0,placeholder
205,2549,1390,2016S,Bestanden,1.0,True,2018-09-18,,RWTH-186167,0,12,,18,1,Bachelor of Science,,18,Informatik,79,,2013W,2019W,17,0.0,,,Prüfungstermin,,"['Software-Projektpraktikum', 'Software-Projektpraktikum', '1211973', 'Pflichtfach']",2016-07-21T00:00:00,CP,6.0,1.0,True,Software-Projektpraktikum,1211973,Software - Projektpraktikum,2016S,6,13,165.0,1211973
206,2552,1391,2016S,Bestanden,3.3,True,2018-09-18,,RWTH-186167,0,12,,18,1,Bachelor of Science,,18,Informatik,79,,2013W,2019W,17,0.0,,,Prüfungstermin,,"['Lineare Algebra', 'Lineare Algebra', '1115861', 'Pflichtfach']",2016-08-01T00:00:00,CP,6.0,3.3,True,Lineare Algebra,1115861,Lineare Algebra,2016S,6,13,165.0,1115861
207,2555,1392,2016S,Bestanden,4.0,True,2018-09-18,,RWTH-186167,0,12,,18,1,Bachelor of Science,,18,Informatik,79,,2013W,2019W,17,0.0,,,Prüfungstermin,,"['Formale Systeme, Automaten, Prozesse', 'Formale Systeme, Automaten, Prozesse', '1214961', 'Pflichtfach']",2016-08-16T00:00:00,CP,6.0,4.0,True,"Formale Systeme, Automaten, Prozesse",1214961,"Formale Systeme, Automaten, Prozesse",2016S,6,13,165.0,1214961
208,2558,1393,2016S,Bestanden,4.0,True,2018-09-18,,RWTH-186167,0,12,,18,1,Bachelor of Science,,18,Informatik,79,,2013W,2019W,17,0.0,,,Prüfungstermin,,"['Quantitative Methoden (Operations Research)', 'Quantitative Methoden (Operations Research)', '8015049', 'Wahlpflichtfach']",2016-09-29T00:00:00,CP,6.0,4.0,True,Quantitative Methoden (Operations Research),8015049,Quantitative Methoden (Operations Research),2016S,6,13,165.0,placeholder
209,2561,1394,2016W,Bestanden,0.0,True,2018-09-18,,RWTH-186167,0,12,,18,1,Bachelor of Science,,18,Informatik,79,,2013W,2019W,17,0.0,,,Prüfungstermin,,"['Praktikum Systemprogrammierung', 'Praktikum Systemprogrammierung', '1211967', 'Pflichtfach']",2016-10-24T00:00:00,CP,6.0,0.0,True,Praktikum Systemprogrammierung,1211967,Praktikum Systemprogrammierung,2016S,6,13,165.0,1211967
210,2564,1395,2016W,Bestanden,1.7,True,2018-09-18,,RWTH-186167,0,12,,18,1,Bachelor of Science,,18,Informatik,79,,2013W,2019W,17,0.0,,,Prüfungstermin,,"['Seminar Informatik', 'Seminar Informatik', '1211974', 'Pflichtfach']",2017-02-14T00:00:00,CP,4.0,1.7,True,Seminar Informatik,1211974,Seminar,2016W,7,13,165.0,1211974
211,2567,1396,2016W,Bestanden,2.0,True,2018-09-18,,RWTH-186167,0,12,,18,1,Bachelor of Science,,18,Informatik,79,,2013W,2019W,17,0.0,,,Prüfungstermin,,"['Effiziente Algorithmen', 'Effiziente Algorithmen', '1211977', 'Wahlpflichtfach']",2017-02-21T00:00:00,CP,6.0,2.0,True,Effiziente Algorithmen,1211977,Effiziente Algorithmen (WS),2016W,7,13,165.0,placeholder
212,2570,1397,2016W,Bestanden,2.7,True,2018-09-18,,RWTH-186167,0,12,,18,1,Bachelor of Science,,18,Informatik,79,,2013W,2019W,17,0.0,,,Prüfungstermin,,"['Advanced Internet Technology', 'Advanced Internet Technology', '1215688', 'Wahlpflichtfach']",2017-02-28T00:00:00,CP,6.0,2.7,True,Advanced Internet Technology,1215688,Advanced Internet Technology,2016W,7,13,165.0,placeholder
213,2573,1398,2016W,Bestanden,2.7,True,2018-09-18,,RWTH-186167,0,12,,18,1,Bachelor of Science,,18,Informatik,79,,2013W,2019W,17,0.0,,,Prüfungstermin,,"['Einführung in Web Technologien', 'Einführung in Web Technologien', '1211914', 'Wahlpflichtfach']",2017-03-24T00:00:00,CP,6.0,2.7,True,Einführung in Web Technologien,1211914,Einfuehrung in Webtechnologien,2016W,7,13,165.0,placeholder
214,2576,1399,2017S,Bestanden,2.7,True,2018-09-18,,RWTH-186167,0,12,,18,1,Bachelor of Science,,18,Informatik,79,,2013W,2019W,17,0.0,,,Prüfungstermin,,"['Datenkommunikation und Sicherheit', 'Datenkommunikation und Sicherheit', '1211972', 'Pflichtfach']",2017-08-03T00:00:00,CP,6.0,2.7,True,Datenkommunikation und Sicherheit,1211972,Datenkommunikation und Sicherheit,2017S,8,13,165.0,1211972
215,2579,1400,2017S,Bestanden,2.3,True,2018-09-18,,RWTH-186167,0,12,,18,1,Bachelor of Science,,18,Informatik,79,,2013W,2019W,17,0.0,,,Prüfungstermin,,"['Datenbanken und Informationssysteme', 'Datenbanken und Informationssysteme', '1211969', 'Pflichtfach']",2017-08-19T00:00:00,CP,6.0,2.3,True,Datenbanken und Informationssysteme,1211969,Datenbanken und Informationssysteme,2017S,8,13,165.0,1211969
216,2582,1401,2017S,Bestanden,4.0,True,2018-09-18,,RWTH-186167,0,12,,18,1,Bachelor of Science,,18,Informatik,79,,2013W,2019W,17,0.0,,,Prüfungstermin,,"['Mathematische Logik I', 'Mathematische Logik I', '1113004', 'Pflichtfach']",2017-08-22T00:00:00,CP,6.0,4.0,True,Mathematische Logik I,1113004,Mathematische Logik,2017S,8,13,165.0,1113004
217,2585,1402,2017W,Bestanden,3.7,True,2018-09-18,,RWTH-186167,0,12,,18,1,Bachelor of Science,,18,Informatik,79,,2013W,2019W,17,0.0,,,Prüfungstermin,,"['Entscheidungslehre', 'Entscheidungslehre', '8013176', 'Wahlpflichtfach']",2018-02-13T00:00:00,CP,6.0,3.7,True,Entscheidungslehre,8013176,Entscheidungslehre,2017W,9,13,165.0,placeholder
477,5535,2744,2019W,Nicht bestanden,5.0,False,2020-03-25,,RWTH-218531,0,26,,43,1,Bachelor of Science,,43,Informatik,79,,2014W,2020S,17,0.0,,,Prüfungstermin,,"['Analysis für Informatiker (WS)', 'Analysis für Informatiker (WS)', '1114971', 'Pflichtfach']",2015-02-12T00:00:00,CP,0.0,0.0,False,Analysis für Informatiker (WS),1114971,Analysis fuer Informatiker,2014W,1,12,180.0,1114971
478,5538,2745,2019W,Bestanden,4.0,True,2019-10-03,,RWTH-218531,0,26,,43,1,Bachelor of Science,,43,Informatik,79,,2014W,2020S,17,0.0,,,Prüfungstermin,,"['Diskrete Strukturen', 'Diskrete Strukturen', '1115472', 'Pflichtfach']",2015-02-20T00:00:00,CP,6.0,4.0,True,Diskrete Strukturen,1115472,Diskrete Strukturen,2014W,1,12,180.0,1115472
479,5541,2746,2019W,Bestanden,2.7,True,2019-10-03,,RWTH-218531,0,26,,43,1,Bachelor of Science,,43,Informatik,79,,2014W,2020S,17,0.0,,,Prüfungstermin,,"['Programmierung', 'Programmierung', '1214957', 'Pflichtfach']",2015-02-25T00:00:00,CP,8.0,2.7,True,Programmierung,1214957,Programmierung,2014W,1,12,180.0,1214957
480,5544,2747,2019W,Bestanden,3.7,True,2020-06-12,,RWTH-218531,0,26,,43,1,Bachelor of Science,,43,Informatik,79,,2014W,2020S,17,0.0,,,Prüfungstermin,,"['Einführung in die Technische Informatik', 'Einführung in die Technische Informatik', '1214958', 'Pflichtfach']",2015-03-04T00:00:00,CP,6.0,3.7,True,Einführung in die Technische Informatik,1214958,Technische Informatik,2014W,1,12,180.0,1214958
481,5547,2748,2014W,Bestanden,0.0,True,2020-03-03,,RWTH-218531,0,26,,43,1,Bachelor of Science,,43,Informatik,79,,2014W,2020S,17,0.0,,,Prüfungstermin,,"['Mentoring Informatik', 'Mentoring Informatik', '1214959', 'Pflichtfach']",2015-03-31T00:00:00,CP,1.0,0.0,True,Mentoring Informatik,1214959,Mentoring,2014W,1,12,180.0,1214959
482,5550,2749,2020S,Nicht bestanden,5.0,False,2019-10-03,,RWTH-218531,0,26,,43,1,Bachelor of Science,,43,Informatik,79,,2014W,2020S,17,0.0,,,Prüfungstermin,,"['Einführung in die angewandte Stochastik', 'Einführung in die angewandte Stochastik', '1112712', 'Pflichtfach']",2015-07-21T00:00:00,CP,0.0,0.0,False,Einführung in die angewandte Stochastik,1112712,Einfuehrung in die angewandte Stochastik,2015S,2,12,180.0,1112712
483,5553,2750,2020S,Nicht bestanden,5.0,False,2019-10-03,,RWTH-218531,0,26,,43,1,Bachelor of Science,,43,Informatik,79,,2014W,2020S,17,0.0,,,Prüfungstermin,,"['Lineare Algebra I für Informatiker', 'Lineare Algebra I für Informatiker', '1115861', 'Pflichtfach']",2015-07-27T00:00:00,CP,0.0,0.0,False,Lineare Algebra I für Informatiker,1115861,Lineare Algebra,2015S,2,12,180.0,1115861
484,5556,2751,2015S,Bestanden,2.3,True,2018-09-18,,RWTH-218531,0,26,,43,1,Bachelor of Science,,43,Informatik,79,,2014W,2020S,17,0.0,,,Prüfungstermin,,"['Datenstrukturen und Algorithmen', 'Datenstrukturen und Algorithmen', '1211971', 'Pflichtfach']",2015-08-04T00:00:00,CP,8.0,2.3,True,Datenstrukturen und Algorithmen,1211971,Datenstrukturen und Algorithmen,2015S,2,12,180.0,1211971
485,5559,2752,2015S,Bestanden,2.7,True,2018-09-18,,RWTH-218531,0,26,,43,1,Bachelor of Science,,43,Informatik,79,,2014W,2020S,17,0.0,,,Prüfungstermin,,"['Formale Systeme, Automaten und Prozesse', 'Formale Systeme, Automaten und Prozesse', '1214961', 'Pflichtfach']",2015-08-11T00:00:00,CP,6.0,2.7,True,"Formale Systeme, Automaten und Prozesse",1214961,"Formale Systeme, Automaten, Prozesse",2015S,2,12,180.0,1214961
486,5562,2753,2015S,Bestanden,3.3,True,2018-09-18,,RWTH-218531,0,26,,43,1,Bachelor of Science,,43,Informatik,79,,2014W,2020S,17,0.0,,,Prüfungstermin,,"['Betriebssysteme und Systemsoftware', 'Betriebssysteme und Systemsoftware', '1214960', 'Pflichtfach']",2015-08-17T00:00:00,CP,6.0,3.3,True,Betriebssysteme und Systemsoftware,1214960,Betriebssysteme und Systemsoftware,2015S,2,12,180.0,1214960
487,5563,2754,2020S,Bestanden,3.7,True,2019-10-03,,RWTH-218531,0,26,,43,1,Bachelor of Science,,43,Informatik,79,,2014W,2020S,17,0.0,,,Prüfungstermin,,"['Einführung in die angewandte Stochastik', 'Einführung in die angewandte Stochastik', '1112712', 'Pflichtfach']",2015-09-21T00:00:00,CP,6.0,3.7,True,Einführung in die angewandte Stochastik,1112712,Einfuehrung in die angewandte Stochastik,2015S,2,12,180.0,1112712
488,5566,2755,2015S,Bestanden,3.3,True,2018-09-18,,RWTH-218531,0,26,,43,1,Bachelor of Science,,43,Informatik,79,,2014W,2020S,17,0.0,,,Prüfungstermin,,"['Proseminar (Einführung in das wissenschaftliche Arbeiten)', 'Proseminar (Einführung in das wissenschaftliche Arbeiten)', '1211968', 'Pflichtfach']",2015-09-30T00:00:00,CP,3.0,3.3,True,Proseminar (Einführung in das wissenschaftliche Arbeiten),1211968,Einfuehrung in das wissenschaftliche Arbeiten (Proseminar),2015S,2,12,180.0,1211968
489,5569,2756,2015W,Bestanden,0.0,True,2019-10-08,,RWTH-218531,0,26,,43,1,Bachelor of Science,,43,Informatik,79,,2014W,2020S,17,0.0,,,Prüfungstermin,,"['Praktikum Systemprogrammierung', 'Praktikum Systemprogrammierung', '1211967', 'Pflichtfach']",2016-02-12T00:00:00,CP,8.0,0.0,True,Praktikum Systemprogrammierung,1211967,Praktikum Systemprogrammierung,2015W,3,12,180.0,1211967
490,5570,2757,2019W,Bestanden,4.0,True,2020-03-25,,RWTH-218531,0,26,,43,1,Bachelor of Science,,43,Informatik,79,,2014W,2020S,17,0.0,,,Prüfungstermin,,"['Analysis für Informatiker (WS)', 'Analysis für Informatiker (WS)', '1114971', 'Pflichtfach']",2016-02-18T00:00:00,CP,8.0,4.0,True,Analysis für Informatiker (WS),1114971,Analysis fuer Informatiker,2015W,3,12,180.0,1114971
491,5574,2758,2019W,Nicht bestanden,5.0,False,2020-06-22,,RWTH-218531,0,26,,43,1,Bachelor of Science,,43,Informatik,79,,2014W,2020S,17,0.0,,,Prüfungstermin,,"['Numerisches Rechnen', 'Numerisches Rechnen', '1110959', 'Wahlpflichtfach']",2016-03-22T00:00:00,CP,0.0,0.0,False,Numerisches Rechnen,1110959,Numerisches Rechnen,2015W,3,12,180.0,1110959
492,5580,2760,2019W,Bestanden,3.3,True,2020-01-08,,RWTH-218531,0,26,,43,1,Bachelor of Science,,43,Informatik,79,,2014W,2020S,17,0.0,,,Prüfungstermin,,"['Softwaretechnik', 'Softwaretechnik', '1211965', 'Pflichtfach']",2016-04-06T00:00:00,CP,6.0,3.3,True,Softwaretechnik,1211965,Einfuehrung in die Softwaretechnik,2015W,3,12,180.0,1211965
493,5581,2761,2020S,Bestanden,4.0,True,2019-10-03,,RWTH-218531,0,26,,43,1,Bachelor of Science,,43,Informatik,79,,2014W,2020S,17,0.0,,,Prüfungstermin,,"['Lineare Algebra I für Informatiker', 'Lineare Algebra I für Informatiker', '1115861', 'Pflichtfach']",2016-08-01T00:00:00,CP,6.0,4.0,True,Lineare Algebra I für Informatiker,1115861,Lineare Algebra,2016S,4,12,180.0,1115861
494,5584,2762,2016S,Bestanden,3.0,True,2018-09-18,,RWTH-218531,0,26,,43,1,Bachelor of Science,,43,Informatik,79,,2014W,2020S,17,0.0,,,Prüfungstermin,,"['Datenkommunikation und Sicherheit', 'Datenkommunikation und Sicherheit', '1211972', 'Pflichtfach']",2016-09-07T00:00:00,CP,6.0,3.0,True,Datenkommunikation und Sicherheit,1211972,Datenkommunikation und Sicherheit,2016S,4,12,180.0,1211972
495,5587,2763,2016S,Bestanden,3.7,True,2018-09-18,,RWTH-218531,0,26,,43,1,Bachelor of Science,,43,Informatik,79,,2014W,2020S,17,0.0,,,Prüfungstermin,,"['Datenbanken und Informationssysteme', 'Datenbanken und Informationssysteme', '1211969', 'Pflichtfach']",2016-09-26T00:00:00,CP,6.0,3.7,True,Datenbanken und Informationssysteme,1211969,Datenbanken und Informationssysteme,2016S,4,12,180.0,1211969
496,5590,2764,2016S,Bestanden,1.3,True,2018-09-18,,RWTH-218531,0,26,,43,1,Bachelor of Science,,43,Informatik,79,,2014W,2020S,17,0.0,,,Prüfungstermin,,"['Software-Projektpraktikum', 'Software-Projektpraktikum', '1211973', 'Pflichtfach']",2016-09-30T00:00:00,CP,6.0,1.3,True,Software-Projektpraktikum,1211973,Software - Projektpraktikum,2016S,4,12,180.0,1211973
497,5593,2765,2016W,Bestanden,0.0,True,2020-07-02,,RWTH-218531,0,26,,43,1,Bachelor of Science,,43,Informatik,79,,2014W,2020S,17,0.0,,,Prüfungstermin,,"['Sprachausbildung 1', 'Sprachausbildung 1', '1212640', 'Wahlpflichtfach']",2017-02-13T00:00:00,CP,4.0,0.0,True,Sprachausbildung 1,1212640,NTW,2016W,5,12,180.0,1212640
498,5594,2766,2019W,Bestanden,3.7,True,2020-05-20,,RWTH-218531,0,26,,43,1,Bachelor of Science,,43,Informatik,79,,2014W,2020S,17,0.0,,,Prüfungstermin,,"['Berechenbarkeit und Komplexität (neu, WS)', 'Berechenbarkeit und Komplexität (neu, WS)', '1212004', 'Pflichtfach']",2017-03-03T00:00:00,CP,7.0,3.7,True,"Berechenbarkeit und Komplexität (neu, WS)",1212004,Berechenbarkeit und Komplexitaet,2016W,5,12,180.0,1212004
499,5597,2767,2017S,Bestanden,2.0,True,2018-09-18,,RWTH-218531,0,26,,43,1,Bachelor of Science,,43,Informatik,79,,2014W,2020S,17,0.0,,,Prüfungstermin,,"['Internet Architecture and Performance', 'Internet Architecture and Performance', '1215678', 'Wahlpflichtfach']",2017-08-14T00:00:00,CP,6.0,2.0,True,Internet Architecture and Performance,1215678,Internet Architecture and Performance,2017S,6,12,180.0,placeholder
500,5600,2768,2020S,Nicht bestanden,5.0,False,2019-10-03,,RWTH-218531,0,26,,43,1,Bachelor of Science,,43,Informatik,79,,2014W,2020S,17,0.0,,,Prüfungstermin,,"['Mathematische Logik', 'Mathematische Logik', '1113004', 'Pflichtfach']",2017-08-22T00:00:00,CP,0.0,0.0,False,Mathematische Logik,1113004,Mathematische Logik,2017S,6,12,180.0,1113004
501,5601,2769,2020S,Bestanden,3.7,True,2019-10-03,,RWTH-218531,0,26,,43,1,Bachelor of Science,,43,Informatik,79,,2014W,2020S,17,0.0,,,Prüfungstermin,,"['Mathematische Logik', 'Mathematische Logik', '1113004', 'Pflichtfach']",2017-09-20T00:00:00,CP,7.0,3.7,True,Mathematische Logik,1113004,Mathematische Logik,2017S,6,12,180.0,1113004
502,5602,2770,2019W,Nicht bestanden,5.0,True,2020-06-22,,RWTH-218531,0,26,,43,1,Bachelor of Science,,43,Informatik,79,,2014W,2020S,17,0.0,,,Prüfungstermin,,"['Numerisches Rechnen', 'Numerisches Rechnen', '1110959', 'Wahlpflichtfach']",2018-03-10T00:00:00,CP,0.0,5.0,True,Numerisches Rechnen,1110959,Numerisches Rechnen,2017W,7,12,180.0,1110959
503,5605,2771,2017W,Bestanden,2.0,True,2019-10-08,,RWTH-218531,0,26,,43,1,Bachelor of Science,,43,Informatik,79,,2014W,2020S,17,0.0,,,Prüfungstermin,,"['Seminar Informatik', 'Seminar Informatik', '1211974', 'Pflichtfach']",2018-03-31T00:00:00,CP,5.0,2.0,True,Seminar Informatik,1211974,Seminar,2017W,7,12,180.0,1211974
504,5612,2773,2018W,Bestanden,2.7,True,2019-03-11,,RWTH-218531,0,26,,43,1,Bachelor of Science,,43,Informatik,79,,2014W,2020S,17,0.0,,,Prüfungstermin,,"['Compilerbau', 'Compilerbau', '1211978', 'Wahlpflichtfach']",2019-02-21T00:00:00,CP,6.0,2.7,True,Compilerbau,1211978,Compilerbau,2018W,9,12,180.0,placeholder
505,5615,2774,2019S,Bestanden,0.0,True,2019-07-18,,RWTH-218531,0,26,,43,1,Bachelor of Science,,43,Informatik,79,,2014W,2020S,17,0.0,,,Prüfungstermin,,"['Physikalisches Praktikum (Informatik)', 'Physikalisches Praktikum (Informatik)', '1316338', 'Wahlpflichtfach']",2019-07-10T00:00:00,CP,6.0,0.0,True,Physikalisches Praktikum (Informatik),1316338,Physikalisches Praktikum (Informatik),2019S,10,12,180.0,placeholder
506,5621,2776,2019S,Bestanden,3.3,True,2019-08-24,,RWTH-218531,0,26,,43,1,Bachelor of Science,,43,Informatik,79,,2014W,2020S,17,0.0,,,Prüfungstermin,,"['Physik I und II (für Studierende der Naturwissenschaften, Mathematik und Ingenieurwissenschaften)', 'Physik I und II (für Studierende der Naturwissenschaften, Mathematik und Ingenieurwissenschaften)', '1310563', 'Wahlpflichtfach']",2019-08-22T00:00:00,CP,16.0,3.3,True,"Physik I und II (für Studierende der Naturwissenschaften, Mathematik und Ingenieurwissenschaften)",1310563,"Physik I und II (fuer Studierende der Naturwissenschaften, Mathematik und Ingenieurwissenschaften)",2019S,10,12,180.0,placeholder
507,5622,2777,2019S,Bestanden,3.0,True,2019-09-17,,RWTH-218531,0,26,,43,1,Bachelor of Science,,43,Informatik,79,,2014W,2020S,17,0.0,,,Prüfungstermin,,"['Funktionale Programmierung', 'Funktionale Programmierung', '1215684', 'Wahlpflichtfach']",2019-09-10T00:00:00,CP,6.0,3.0,True,Funktionale Programmierung,1215684,Funktionale Programmierung,2019S,10,12,180.0,placeholder
508,5625,2778,2020S,Bestanden,1.7,True,2020-07-01,,RWTH-218531,0,26,,43,1,Bachelor of Science,,43,Informatik,79,,2014W,2020S,17,0.0,,,Prüfungstermin,,"['Bachelorarbeit ', 'Bachelorarbeit ', '1215682', 'Pflichtfach']",2020-04-17T00:00:00,CP,12.0,1.7,True,Bachelorarbeit ,1215682,Bachelorarbeit,2019W,11,12,180.0,1215682
509,5627,2779,2019W,Bestanden,1.3,True,2020-07-01,,RWTH-218531,0,26,,43,1,Bachelor of Science,,43,Informatik,79,,2014W,2020S,17,0.0,,,Prüfungstermin,,"['Bachelor-Kolloquium', 'Bachelor-Kolloquium', '1215682', 'Pflichtfach']",2020-05-11T00:00:00,CP,3.0,1.3,True,Bachelor-Kolloquium,1215682,Bachelorarbeit,2020S,12,12,180.0,1215682
